date,in,out,clus
2024/9/5,4063172289.6512847,5872424492.487379,clus
2024/9/6,3853240838.252676,4272651298.627291,clus
2024/9/7,0,0,clus
2024/9/8,0,0,clus
2024/9/9,5428173864.264855,5603456166.139584,clus
2024/9/10,5629650227.493024,4160229692.7693505,clus
2024/9/11,5095184752.307472,5634595539.924987,clus
2024/9/12,5287155390.39305,5052805321.872227,clus
2024/9/13,4163259964.0611796,4120704167.9811277,clus
2024/9/14,0,0,clus
2024/9/15,0,0,clus
2024/9/16,4319089360.226377,5743567133.184402,clus
2024/9/17,5951730511.638263,4673791583.542213,clus
2024/9/18,5579397014.284958,5317415551.001752,clus
2024/9/19,5110727101.875262,5438403556.544528,clus
2024/9/20,5992667832.113483,5949586324.293566,clus
2024/9/21,0,0,clus
2024/9/22,0,0,clus
2024/9/23,4399084901.858291,5360456484.862582,clus
2024/9/24,2576631255.5145154,3144207221.278034,clus
2024/9/25,5736545010.81676,5454338139.532617,clus
2024/9/26,4850986668.896151,4691869985.093926,clus
2024/9/27,5975299127.4721155,4080218382.824965,clus
2024/9/28,0,0,clus
2024/9/29,0,0,clus
2024/9/30,7300547244.183673,6868013112.85859,clus
2024/10/1,5450515320.830273,4973337882.849405,clus
2024/10/2,7310134857.122491,7351052796.016888,clus
2024/10/3,4553655594.470103,5184700657.186725,clus
2024/10/4,4421324378.011333,5245933167.126966,clus
2024/10/5,0,0,clus
2024/10/6,0,0,clus
2024/10/7,5466226044.830563,4263135370.25452,clus
2024/10/8,5818065041.331282,4359366217.740484,clus
2024/10/9,5942790188.083279,4361953905.41898,clus
2024/10/10,4984555712.89607,4494462148.8063545,clus
2024/10/11,4890610510.005331,5029634707.859381,clus
2024/10/12,0,0,clus
2024/10/13,0,0,clus
2024/10/14,5185901702.869855,4327047745.170046,clus
2024/10/15,5938824644.670575,4516266865.402255,clus
2024/10/16,4650380128.449389,5546946251.373201,clus
2024/10/17,5939642090.157089,4907579082.767279,clus
2024/10/18,4146993494.6600256,4339515810.175082,clus
2024/10/19,0,0,clus
2024/10/20,0,0,clus
2024/10/21,4674006352.862573,5657766731.765219,clus
2024/10/22,4497428545.17526,5234289973.208059,clus
2024/10/23,4334083815.8019,4335238432.576635,clus
2024/10/24,4341005037.664102,4159511319.054513,clus
2024/10/25,5688340897.938395,5611340305.900106,clus
2024/10/26,0,0,clus
2024/10/27,0,0,clus
2024/10/28,5736542561.026518,4411682420.073537,clus
2024/10/29,4539499223.033979,4114173712.17863,clus
2024/10/30,5873211384.589923,4078687081.3370194,clus
2024/10/31,4904398056.566871,5867750035.05581,clus
2024/11/1,5014469617.376784,4083145718.100785,clus
2024/11/2,0,0,clus
2024/11/3,0,0,clus
2024/11/4,5973260245.917693,5930237392.872091,clus
2024/11/5,4879529463.558098,4097799844.538751,clus
2024/11/6,4909479711.267718,5031192057.1585,clus
2024/11/7,5333728515.092209,4279302509.5126257,clus
2024/11/8,3269824853.9779773,4261701906.8416166,clus
2024/11/9,0,0,clus
2024/11/10,0,0,clus
2024/11/11,5346864866.649835,5939824092.2145405,clus
2024/11/12,4181505295.5628157,3609375548.2614274,clus
2024/11/13,4354299578.894772,5385251904.452329,clus
2024/11/14,5889228438.948047,5366496056.579292,clus
2024/11/15,5235694480.402428,5737809968.957437,clus
2024/11/16,0,0,clus
2024/11/17,0,0,clus
2024/11/18,4060774119.3936744,5861897391.013955,clus
2024/11/19,5353026771.554493,4431350304.795434,clus
2024/11/20,4787728811.308317,5302465954.082984,clus
2024/11/21,5315690609.206072,5998827451.541333,clus
2024/11/22,4942935460.553293,3517269901.807176,clus
2024/11/23,0,0,clus
2024/11/24,0,0,clus
2024/11/25,5564770968.116547,5134032521.973335,clus
2024/11/26,5757031122.602696,4808280643.302066,clus
2024/11/27,5335186771.12717,5615691883.882517,clus
2024/11/28,5595627297.717269,4871166629.625866,clus
2024/11/29,4240418110.741217,5088978195.9217,clus
2024/11/30,0,0,clus
2024/12/1,0,0,clus
2024/12/2,3311464574.7506757,3416153837.178495,clus
2024/12/3,5390934413.3797245,4777116202.540691,clus
2024/12/4,4475088261.748654,4746503583.25868,clus
2024/12/5,4146391847.5368876,5206897186.762755,clus
2024/12/6,5238980692.019228,4926988087.601145,clus
2024/12/7,0,0,clus
2024/12/8,0,0,clus
2024/12/9,5726667299.143651,5038163570.272436,clus
2024/12/10,4051284131.6128716,4682495655.252313,clus
2024/12/11,4797645561.7938,5160344738.454664,clus
2024/12/12,5215810185.586889,5529766523.084256,clus
2024/12/13,5436246152.452988,5911047391.909869,clus
2024/12/14,0,0,clus
2024/12/15,0,0,clus
2024/12/16,2989444964.208865,2518907187.445355,clus
2024/12/17,5796061097.899974,4486964593.152598,clus
2024/12/18,4120534780.579122,5868872053.611029,clus
2024/12/19,4202841656.898433,4971743518.372651,clus
2024/12/20,4569745803.923846,4614579929.852573,clus
2024/12/21,0,0,clus
2024/12/22,0,0,clus
2024/12/23,5078322553.35051,4622615398.312007,clus
2024/12/24,5432301348.446386,4545248001.467068,clus
2024/12/25,4243772186.6738954,4362298699.069361,clus
2024/12/26,4362876695.391254,5050326767.33412,clus
2024/12/27,4213753846.189488,5134624439.257807,clus
2024/12/28,0,0,clus
2024/12/29,0,0,clus
2024/12/30,5925853750.47516,4967091293.439849,clus
2024/12/31,5100453084.312524,4086825065.709638,clus
